correct,incorrect,model,unique_id,syllogism_name,order_first,is_valid,is_realistic,is_consistent,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
valid,invalid,Llama-2-7b-hf,flowers_animals_reptiles^consistent^valid,flowers_animals_reptiles,2,True,True,True,1.38765,6.8637834,0.5,0.06666666666666667,-1.333731,-5.3719277,-0.8283443,3.2857613,156.5372544,21,0.9582807000000003,0.9582807000000003,1.0,7.036351802398789,22,163.75972343,21,65.92874137,4.2826901,22,38.27580373230651,20.456915159707727,22
invalid,valid,Llama-2-7b-hf,flowers_animals_reptiles^consistent^invalid,flowers_animals_reptiles,1,False,True,True,1.3326725,6.786002,1.0,0.001349527665317139,-0.43556586,-8.614003,1.0840034399999998,-3.1174180000000007,154.4666373,21,4.862508999999999,4.862508999999999,0.9375,5.965268693934042,21,224.37161285999997,21,5.2573709399999995,63.245502419999994,19,20.766840324358647,36.47090599585792,19
invalid,valid,Llama-2-7b-hf,flowers_animals_reptiles^consistent^invalid,flowers_animals_reptiles,2,False,True,True,1.367338,6.8122997,1.0,0.001358695652173913,-0.47659707,-8.603104,0.9323196300000001,-3.2410473,155.36830472999998,21,4.983815,4.983815,0.9375,5.961979381405747,21,225.04054207000001,21,4.49417419,65.3672104,19,20.538450766962963,37.5833034472336,19
valid,invalid,Llama-2-7b-hf,flowers_animals_reptiles^violate^valid,flowers_animals_reptiles,1,True,True,False,1.3520272,6.8441925,0.5,0.058823529411764705,-1.4334939,-5.48372,-0.97116863,3.2473305000000003,156.06541164,21,0.8964728700000004,0.8964728700000004,1.0,7.010831059207318,22,165.44647499,21,64.86372061000002,4.76299867,22,37.83981338195573,20.91407570347812,22
valid,invalid,Llama-2-7b-hf,flowers_animals_reptiles^violate^valid,flowers_animals_reptiles,2,True,True,False,1.2981018,6.736597,0.5,0.07142857142857142,-1.548698,-5.3923793,-1.1344719699999999,3.2642837,155.05990219,21,0.9035312300000005,0.9035312300000005,1.0,7.040073162419005,22,165.72245789,21,63.48882771000001,5.639867369999999,22,36.85721680219768,21.672065363347503,22
invalid,valid,Llama-2-7b-hf,flowers_animals_reptiles^violate^invalid,flowers_animals_reptiles,1,False,True,False,1.3526237,6.8245373,1.0,0.001183431952662722,-0.4695946,-8.746112,0.9449425,-3.2362944000000002,155.4955143,21,4.9474492,4.9474492,0.9375,5.945794339635,21,226.0803088,21,4.418572799999999,65.03806786,19,20.541848224421425,37.87142145314333,19
invalid,valid,Llama-2-7b-hf,flowers_animals_reptiles^violate^invalid,flowers_animals_reptiles,2,False,True,False,1.3336635,6.742131,1.0,0.0013831258644536654,-0.4304562,-8.5909,1.1040268,-3.1312775999999998,153.6613211,21,4.929402999999999,4.929402999999999,0.9375,5.97999096621392,21,223.69498923999998,21,5.573825599999999,63.09829841999999,19,21.37936974607414,36.345349944088085,19
valid,invalid,Llama-2-7b-hf,gems_diamonds_transparent^consistent^valid,gems_diamonds_transparent,1,True,True,True,1.4149857,6.842827,0.5,0.0625,-1.1671405,-5.5030694,-0.57939716,3.3111565999999995,156.87363750000003,21,0.8169193400000002,0.8169193400000002,1.0,7.825869656358606,21,161.97852532000002,21,69.05730407999998,2.57207096,22,38.861698874574024,18.094580907850812,22
valid,invalid,Llama-2-7b-hf,gems_diamonds_transparent^consistent^valid,gems_diamonds_transparent,2,True,True,True,1.3783201,6.8316236,0.5,0.045454545454545456,-1.2675607,-5.6281166,-0.7381687,3.1459653999999997,156.25046667,21,0.8783830999999999,0.8783830999999999,1.0,7.199975600463265,22,164.15190091,21,66.27027929,3.610807,22,37.73941507909,19.29083823873655,22
invalid,valid,Llama-2-7b-hf,gems_diamonds_transparent^consistent^invalid,gems_diamonds_transparent,1,False,True,True,1.4372066,6.8741956,1.0,0.0011560693641618498,-0.6207038,-8.778859,0.4952622,-3.450997000000001,157.97506676,21,4.9835713,4.9835713,1.0,5.3360384625706825,30,229.0765851,21,2.2095069,70.98620716,19,17.41943977171462,39.479729513691396,19
invalid,valid,Llama-2-7b-hf,gems_diamonds_transparent^consistent^invalid,gems_diamonds_transparent,2,False,True,True,1.3645971,6.84122,1.0,0.0012239902080783353,-0.52934504,-8.721225,0.72707556,-3.262391300000001,156.16944997,21,4.915889999999999,4.915889999999999,0.9375,5.980999963151811,21,226.68323883999997,21,3.22712262,67.72097747000004,19,18.63709297132034,38.103801811330804,19
valid,invalid,Llama-2-7b-hf,gems_diamonds_transparent^violate^valid,gems_diamonds_transparent,1,True,True,False,1.3606812,6.6448874,0.5,0.05263157894736842,-1.4822985,-5.5203066,-1.033329,2.9306403999999997,155.9929471,21,0.8516570000000001,0.8516570000000001,1.0,7.114155682655113,22,163.40687266,21,63.34275344,5.26130976,22,37.25789652286601,20.4021175131478,22
valid,invalid,Llama-2-7b-hf,gems_diamonds_transparent^violate^valid,gems_diamonds_transparent,2,True,True,False,1.3645412,6.641267,0.5,0.05555555555555555,-1.4940872,-5.5303326,-1.044117,3.0315474,155.1299237,21,0.9122284000000005,0.9122284000000005,1.0,7.084108500993414,22,164.4391993,21,63.87338909999999,5.543870100000001,22,36.95094692571996,20.851989497038087,22
invalid,valid,Llama-2-7b-hf,gems_diamonds_transparent^violate^invalid,gems_diamonds_transparent,1,False,True,False,1.2784069,6.605816,1.0,0.0016,-0.37661982,-8.491762,1.32531358,-2.7442386999999995,153.76805245,21,4.9544299999999994,4.9544299999999994,0.875,6.903670493616257,21,221.07346109,21,7.783228769999999,60.70281835000001,19,22.170241723875574,35.30090901758016,19
invalid,valid,Llama-2-7b-hf,gems_diamonds_transparent^violate^invalid,gems_diamonds_transparent,2,False,True,False,1.2704246,6.633729,1.0,0.0015479876160990713,-0.39687002,-8.510018,1.2009238800000002,-2.8772160000000007,153.17703114,21,5.045645,5.045645,0.90625,6.312822232368651,21,222.29965628000002,21,6.203910919999999,62.35824499999998,19,21.045420983139135,35.329231868366875,19
valid,invalid,Llama-2-7b-hf,guns_weapons_dangerous^consistent^valid,guns_weapons_dangerous,1,True,True,True,1.4271148,6.829166,0.5,0.1,-1.3795867,-5.1418047,-0.8729456999999999,3.1314463000000003,156.68862346999998,21,0.6729231999999999,0.6729231999999999,1.0,7.244101068608829,22,163.5696314,21,64.5293567,4.1953325,22,37.01108744397192,17.872063860518967,22
valid,invalid,Llama-2-7b-hf,guns_weapons_dangerous^consistent^valid,guns_weapons_dangerous,2,True,True,True,1.328753,6.7839756,0.5,0.09090909090909091,-1.5519035,-5.213106,-1.1243897,3.0654190000000003,155.04175333,21,0.5241112000000001,0.5241112000000001,1.0,6.4633070794736085,22,164.51482643,21,63.20418222,5.436018730000001,22,35.57629003513567,18.38103097330416,22
invalid,valid,Llama-2-7b-hf,guns_weapons_dangerous^consistent^invalid,guns_weapons_dangerous,1,False,True,True,1.3921264,6.857665,1.0,0.0019646365422396855,-0.47558203,-8.258773,0.96991537,-3.1227419999999997,156.37513345000002,21,4.864145999999999,4.864145999999999,0.9375,6.504668260136905,21,222.72445597,21,4.8010025700000005,63.66038618000001,19,18.521504480635937,36.72467979932158,19
invalid,valid,Llama-2-7b-hf,guns_weapons_dangerous^consistent^invalid,guns_weapons_dangerous,2,False,True,True,1.3109084,6.777308,1.0,0.0019646365422396855,-0.4029589,-8.287303,1.2360763,-2.9749136,154.4757594,21,4.8785135,4.8785135,0.875,6.755453050218929,21,221.70528396999998,21,6.584889530000001,61.91973020000001,19,19.587017440553307,35.37972758609929,19
valid,invalid,Llama-2-7b-hf,guns_weapons_dangerous^violate^valid,guns_weapons_dangerous,1,True,True,False,1.3523159,6.7773066,0.5,0.07142857142857142,-1.5543215,-5.32952,-1.1207599,2.937521000000001,155.19355815,21,0.7043952000000004,0.7043952000000004,1.0,6.374494095183637,22,166.34987959,21,62.01313081000002,5.96012477,22,35.96292094678987,18.855352112207946,22
valid,invalid,Llama-2-7b-hf,guns_weapons_dangerous^violate^valid,guns_weapons_dangerous,2,True,True,False,1.3063521,6.7990694,0.5,0.05263157894736842,-1.6421661,-5.4699354,-1.24464797,2.9301725999999997,156.10059760000001,21,0.6461389299999998,0.6461389299999998,1.0,6.28136773643603,22,167.06151044,21,61.679206920000006,6.53360821,22,35.414308148071804,19.499931514817668,22
invalid,valid,Llama-2-7b-hf,guns_weapons_dangerous^violate^invalid,guns_weapons_dangerous,1,False,True,False,1.3334955,6.719127,1.0,0.0022371364653243847,-0.3822152,-8.181772,1.3804951,-2.688135000000001,154.19394569999997,21,4.9531734,4.9531734,0.875,6.7547596177677836,21,220.37449539,21,8.51248138,59.590336150000006,19,20.942281554613366,34.38001083003555,19
invalid,valid,Llama-2-7b-hf,guns_weapons_dangerous^violate^invalid,guns_weapons_dangerous,2,False,True,False,1.2666945,6.7699237,1.0,0.0022935779816513763,-0.35162213,-8.131166,1.48785207,-2.6849055,153.4638258,21,4.9693297,4.9693297,0.875,7.036366038480086,21,218.99396477,21,9.03180755,59.502314799999986,19,20.835605015046593,33.71996918170004,19
valid,invalid,Llama-2-7b-hf,dragons_mythical_exist^consistent^valid,dragons_mythical_exist,1,True,True,True,1.4071403,6.68701,0.5,0.05555555555555555,-1.3270453,-5.506572,-0.8117027,3.1900165000000005,152.87878318,21,0.9322424999999998,0.9322424999999998,1.0,7.025447744203638,22,164.96028431,21,65.95899129000001,4.3237403699999994,22,37.175388250640836,19.258536156467954,22
valid,invalid,Llama-2-7b-hf,dragons_mythical_exist^consistent^valid,dragons_mythical_exist,2,True,True,True,1.3034614,6.5853024,0.5,0.07142857142857142,-1.507995,-5.456614,-1.07810782,3.1552249999999997,150.67548765000004,21,0.9079910800000004,0.9079910800000004,1.0,6.354392345899313,22,166.28043812,21,63.88677788000001,5.60489538,22,35.51484894943237,20.667176008859723,22
invalid,valid,Llama-2-7b-hf,dragons_mythical_exist^consistent^invalid,dragons_mythical_exist,1,False,True,True,1.3539808,6.621458,1.0,0.0012610340479192938,-0.48565716,-8.733539,0.87863544,-3.0778145000000006,151.46225940000002,21,4.906208599999999,4.906208599999999,0.9375,5.8913774504253205,21,227.03564141,21,4.418139689999999,64.96124587999999,19,19.22825739688239,36.236764278724316,19
invalid,valid,Llama-2-7b-hf,dragons_mythical_exist^consistent^invalid,dragons_mythical_exist,2,False,True,True,1.3219671,6.5015798,1.0,0.0014970059880239522,-0.43923086,-8.57539,1.0548897400000001,-3.0248553000000005,149.7605666,21,5.038540600000001,5.038540600000001,0.90625,6.628208906756824,21,224.75509396,21,5.59705551,63.04278423999999,19,20.566558584528575,34.72130884431253,19
invalid,valid,Llama-2-7b-hf,dragons_mythical_exist^violate^invalid,dragons_mythical_exist,1,False,True,False,1.4089556,6.6749773,1.0,0.001218026796589525,-0.54766333,-8.761847,0.70228577,-3.078266599999999,151.8841922,21,4.8835675,4.8835675,0.9375,5.847903089950769,21,227.74689902999995,21,3.4632260099999996,66.0585072,19,18.369098652581698,36.44141934414327,19
invalid,valid,Llama-2-7b-hf,dragons_mythical_exist^violate^invalid,dragons_mythical_exist,2,False,True,False,1.410885,6.711837,1.0,0.0012547051442910915,-0.5632806,-8.719047,0.6553325,-3.182905,151.6973774,21,4.973982,4.973982,0.9375,5.8521425209758515,21,227.88360283999998,21,3.0980781,67.18713428999999,19,18.433090844878517,36.91737089173484,19
valid,invalid,Llama-2-7b-hf,dragons_mythical_exist^violate^valid,dragons_mythical_exist,1,True,True,False,1.3858743,6.6096296,0.5,0.0625,-1.2242062,-5.4482746,-0.6725902,3.337875399999999,151.89728110000001,21,0.8905058000000002,0.8905058000000002,1.0,7.21908173364337,22,163.14440837,21,67.75535769,3.1112288600000007,22,37.421329525924094,19.31903825253328,22
valid,invalid,Llama-2-7b-hf,dragons_mythical_exist^violate^valid,dragons_mythical_exist,2,True,True,False,1.4653578,6.6877327,0.5,0.05263157894736842,-1.1319547,-5.5640087,-0.5099544000000001,3.338025300000001,152.82017253,21,0.9339411000000003,0.9339411000000003,1.0,7.084707488079401,22,163.32563619,21,69.62450581000002,2.55586374,22,37.981349579925876,18.655704429566875,22
valid,invalid,Llama-2-7b-hf,politicians_dishonest_lie^consistent^valid,politicians_dishonest_lie,1,True,True,True,1.3965416,6.624492,0.5,0.0625,-1.4862856,-5.502925,-1.02174568,3.3856270000000004,152.32087033,21,0.6688419200000002,0.6688419200000002,1.0,6.743020038769661,22,165.23291122,21,66.59628508000002,5.04585009,22,36.097837729320275,19.343157376649515,22
valid,invalid,Llama-2-7b-hf,politicians_dishonest_lie^consistent^valid,politicians_dishonest_lie,2,True,True,True,1.4304725,6.541445,0.5,0.058823529411764705,-1.3619012,-5.5213413,-0.8435898,3.4903087,151.64129642,21,0.5049905000000001,0.5049905000000001,1.0,7.366165737127213,22,163.27125747000002,21,69.21776407,3.5648725400000005,22,35.96988786299557,17.786522869662345,22
invalid,valid,Llama-2-7b-hf,politicians_dishonest_lie^consistent^invalid,politicians_dishonest_lie,1,False,True,True,1.3816462,6.6051903,1.0,0.0011037527593818985,-0.44972706,-8.886405,1.08360094,-3.3124003,151.08649664,21,5.149056000000001,5.149056000000001,0.9375,6.415231232480501,21,227.882198,21,5.288177040000001,66.38389902000002,19,19.087582764789516,35.26768735429733,19
invalid,valid,Llama-2-7b-hf,politicians_dishonest_lie^consistent^invalid,politicians_dishonest_lie,2,False,True,True,1.3852761,6.4742126,1.0,0.0012195121951219512,-0.46123344,-8.815363,1.03049466,-3.1718702999999993,150.52803694,21,5.191066999999999,5.191066999999999,0.9375,6.060633365240626,21,227.46119852,21,4.643146509999999,66.27326122999999,19,18.182926792549253,34.49373061375068,19
valid,invalid,Llama-2-7b-hf,politicians_dishonest_lie^violate^valid,politicians_dishonest_lie,1,True,True,False,1.3819685,6.3962355,0.5,0.047619047619047616,-1.619954,-5.571951,-1.1909542199999998,3.0040435,149.44376655999997,21,0.7728037799999996,0.7728037799999996,1.0,6.281328698625957,22,166.54948496,21,64.40859464,6.899988669999999,22,34.50012934829161,20.280605261831774,22
valid,invalid,Llama-2-7b-hf,politicians_dishonest_lie^violate^valid,politicians_dishonest_lie,2,True,True,False,1.3843116,6.4947405,0.5,0.0625,-1.6115464,-5.487544,-1.18298343,3.1059990000000006,150.8346049,21,0.6482695700000003,0.6482695700000003,1.0,6.315431406202993,22,166.00456373,21,64.44126272,6.2272767899999995,22,34.599987454999976,19.614033170053727,22
invalid,valid,Llama-2-7b-hf,politicians_dishonest_lie^violate^invalid,politicians_dishonest_lie,1,False,True,False,1.3847194,6.5188417,1.0,0.0013986013986013986,-0.4133026,-8.638712,1.2551404,-3.0868493,150.51960266,21,5.152540999999999,5.152540999999999,0.875,6.652716233429323,21,224.123744,21,6.91269856,64.17870686999997,19,20.606299880587283,34.52988316887895,19
invalid,valid,Llama-2-7b-hf,politicians_dishonest_lie^violate^invalid,politicians_dishonest_lie,2,False,True,False,1.3614553,6.4512415,1.0,0.0014705882352941176,-0.4025421,-8.608635,1.3038635,-3.0144839999999995,149.42013426,21,5.272577999999999,5.272577999999999,0.875,6.743222421432575,21,223.59401078000002,21,7.647908160000002,63.797787500000005,19,21.14696138130582,33.90178402697397,19
invalid,valid,Llama-2-7b-hf,whales_mammals_big^consistent^invalid,whales_mammals_big,1,False,True,True,1.3875496,6.715699,1.0,0.0012531328320802004,-0.5376973,-8.716602,0.7200051000000001,-3.2494413,153.13512383,21,5.106356,5.106356,0.9375,6.040608684539407,21,227.4481027,19,3.5186338,68.05439373000002,19,19.48473825027907,38.68133358586092,19
invalid,valid,Llama-2-7b-hf,whales_mammals_big^consistent^invalid,whales_mammals_big,2,False,True,True,1.4273415,6.787033,1.0,0.0011947431302270011,-0.5801448,-8.760255,0.614832,-3.4047040000000006,154.3275033,21,5.195662500000001,5.195662500000001,0.9375,5.980574542823147,21,229.00344513,21,2.813984969999999,70.34394133,19,19.395994288596444,39.69535456084077,19
valid,invalid,Llama-2-7b-hf,whales_mammals_big^consistent^valid,whales_mammals_big,1,True,True,True,1.3841026,6.7449884,0.5,0.05263157894736842,-1.3079716,-5.5724816,-0.7853622499999999,3.2371464000000003,152.02172566000002,21,0.8039980500000001,0.8039980500000001,1.0,7.362114068324679,22,163.51623732000002,21,68.16855768,3.5846990500000007,22,38.70348381994897,20.12343991661574,22
valid,invalid,Llama-2-7b-hf,whales_mammals_big^consistent^valid,whales_mammals_big,2,True,True,True,1.3931593,6.669813,0.5,0.041666666666666664,-1.3293886,-5.6838255,-0.8151588,3.096905499999999,151.59603405000001,21,0.8077660000000003,0.8077660000000003,1.0,7.206198390317747,22,165.0021858,21,66.9082988,3.8794508300000006,22,37.827423430752134,19.92648948476539,22
invalid,valid,Llama-2-7b-hf,whales_mammals_big^violate^invalid,whales_mammals_big,1,False,True,False,1.3899412,6.6535044,1.0,0.001336898395721925,-0.49640188,-8.673811,0.8856907199999999,-3.177576,151.6951861,21,5.107453999999999,5.107453999999999,0.9375,6.127066882087012,21,225.85178939000002,19,4.28758195,66.57780768,19,20.45112898746306,38.3383826143322,19
invalid,valid,Llama-2-7b-hf,whales_mammals_big^violate^invalid,whales_mammals_big,2,False,True,False,1.3932489,6.6242313,1.0,0.0012836970474967907,-0.47781,-8.703923,0.9625625999999998,-3.0687653999999993,150.7944405,21,5.120375999999999,5.120375999999999,0.9375,6.06976639563841,21,226.34509884,21,4.6812646,65.70077597999999,19,20.416937061580658,37.31018470391874,19
valid,invalid,Llama-2-7b-hf,whales_mammals_big^violate^valid,whales_mammals_big,1,True,True,False,1.3832121,6.6244307,0.5,0.047619047619047616,-1.4551018,-5.6087933,-0.9856776700000001,2.9634777000000003,151.8408712,21,0.8847196300000004,0.8847196300000004,1.0,7.069382782827422,22,165.44747205,21,64.11221920999999,5.103237970000001,22,37.09734948311286,20.715475201435144,22
valid,invalid,Llama-2-7b-hf,whales_mammals_big^violate^valid,whales_mammals_big,2,True,True,False,1.3739722,6.4957366,0.5,0.045454545454545456,-1.4630877,-5.651354,-1.00258254,2.9745415,151.77760404999998,21,0.8720106600000002,0.8720106600000002,1.0,7.064156982621778,22,165.9231532,21,63.4310855,5.268732539999999,22,37.30352613405675,20.707737630104422,22
valid,invalid,Llama-2-7b-hf,food_vegetables_healthy^violate^valid,food_vegetables_healthy,1,True,True,False,1.3554027,6.6523895,0.5,0.0625,-1.477232,-5.4552927,-1.0224571400000002,2.9887503000000004,152.12013644,21,0.7428748600000001,0.7428748600000001,1.0,7.279450737182252,22,165.0139324,21,63.98646980000002,4.94481094,22,36.42784325418202,19.945777821399012,22
valid,invalid,Llama-2-7b-hf,food_vegetables_healthy^violate^valid,food_vegetables_healthy,2,True,True,False,1.43653,6.669551,0.5,0.05263157894736842,-1.3675187,-5.5446606,-0.8532103999999999,2.9127024000000006,152.77854156,21,0.9355744000000003,0.9355744000000003,1.0,7.075180798987962,22,165.27393030000002,21,64.2630123,4.49116974,22,37.00396041188872,19.55148486556662,22
invalid,valid,Llama-2-7b-hf,food_vegetables_healthy^violate^invalid,food_vegetables_healthy,1,False,True,False,1.4075844,6.6598806,1.0,0.0014970059880239522,-0.49410364,-8.543352,0.9118290599999999,-2.968515300000001,152.4100034,21,5.147581,5.147581,0.9375,6.079767876049036,21,224.58034768,21,4.781221419999999,63.99459611,19,19.940852372094632,36.72529210873676,19
invalid,valid,Llama-2-7b-hf,food_vegetables_healthy^violate^invalid,food_vegetables_healthy,2,False,True,False,1.3381809,6.6061506,1.0,0.0015600624024961,-0.43147233,-8.521243,1.1220950699999999,-2.9152025000000004,151.41849094999998,21,5.146306000000001,5.146306000000001,0.90625,6.754083895882552,21,223.87545108999998,21,5.642439660000001,62.67156958000001,19,20.556768377381676,35.59575302830952,19
valid,invalid,Llama-2-7b-hf,food_vegetables_healthy^consistent^valid,food_vegetables_healthy,1,True,True,True,1.4190953,6.739336,0.5,0.045454545454545456,-1.2284491,-5.615924,-0.66188627,3.149177,152.94228826,21,0.8313592299999996,0.8313592299999996,1.0,7.285751034972843,22,164.12801846000002,21,67.44496474,3.05081987,22,37.74828593703032,18.809081321010808,22
valid,invalid,Llama-2-7b-hf,food_vegetables_healthy^consistent^valid,food_vegetables_healthy,2,True,True,True,1.3488579,6.670697,0.5,0.041666666666666664,-1.3797771,-5.663645,-0.8950958500000001,3.0150370000000004,152.22582537,21,0.75074985,0.75074985,1.0,7.246585845003326,22,165.86227451000002,21,64.90076672000002,4.138526250000001,22,36.339038832845205,19.34064114657314,22
